,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,date
9930,9931,D,Ship,5,3,243,6,medium,M,10,1729,1,2017-01-12
9931,9932,F,Ship,5,3,243,5,medium,M,8,1223,1,2017-04-21
9932,9933,A,Ship,4,2,228,5,low,F,3,1473,1,2017-05-02
9933,9934,B,Ship,5,5,235,5,low,M,4,1758,0,2017-02-10
9934,9935,C,Ship,4,4,274,6,low,M,10,1355,1,2017-06-16
9935,9936,F,Ship,6,4,254,5,medium,F,10,1435,0,2017-10-26
9936,9937,D,Ship,4,5,251,6,low,F,1,1625,0,2017-03-01
9937,9938,F,Ship,7,1,310,4,medium,F,8,1601,1,2017-01-17
9938,9939,A,Ship,7,3,288,4,medium,M,3,1989,0,2017-06-10
9939,9940,B,Ship,4,3,218,5,medium,F,9,1024,0,2017-09-07
9940,9941,C,Ship,5,5,251,5,medium,F,10,1683,0,2017-12-06
9941,9942,F,Ship,5,3,263,5,medium,F,6,1192,0,2017-08-21
9942,9943,D,Ship,4,4,266,6,low,F,2,1776,1,2017-10-23
9943,9944,F,Ship,6,2,307,4,low,F,9,1674,0,2017-07-30
9944,9945,A,Ship,7,5,268,4,medium,F,9,1754,1,2017-07-17
9945,9946,B,Ship,6,5,157,5,low,F,10,1133,0,2017-11-12
9946,9947,C,Ship,7,3,262,4,low,F,1,1384,1,2017-07-24
9947,9948,F,Ship,4,2,245,5,medium,M,10,1668,1,2017-06-11
9948,9949,D,Ship,5,5,217,6,medium,M,5,1616,0,2017-04-06
9949,9950,F,Ship,6,3,259,4,high,F,7,1208,0,2017-09-30
9950,9951,A,Ship,5,2,238,5,low,F,4,1962,0,2017-07-16
9951,9952,B,Ship,6,4,288,4,medium,F,9,1575,0,2017-09-22
9952,9953,C,Ship,7,4,284,4,low,M,3,1751,1,2017-10-18
9953,9954,F,Ship,4,4,243,5,medium,M,2,1842,0,2017-01-13
9954,9955,D,Ship,6,2,260,4,low,F,8,1522,0,2017-10-22
9955,9956,F,Ship,4,3,264,5,low,F,2,1541,0,2017-06-14
9956,9957,A,Ship,5,2,269,5,medium,F,10,1113,1,2017-02-03
9957,9958,B,Ship,7,4,282,4,low,M,6,1800,0,2017-04-03
9958,9959,C,Ship,5,2,250,6,low,M,1,1296,1,2017-07-27
9959,9960,F,Ship,5,5,230,5,low,F,8,1067,0,2017-02-22
9960,9961,D,Ship,6,5,254,4,high,F,10,1217,0,2017-04-15
9961,9962,F,Ship,5,4,256,5,low,M,2,1723,1,2017-06-08
9962,9963,A,Ship,4,2,255,5,low,F,7,1378,0,2017-09-19
9963,9964,B,Ship,7,3,306,4,low,M,2,1790,1,2017-11-25
9964,9965,C,Ship,6,2,189,2,low,F,2,1837,0,2017-11-19
9965,9966,F,Ship,6,3,280,4,low,M,2,1753,0,2017-04-17
9966,9967,D,Ship,6,5,310,4,medium,F,10,1553,0,2017-03-07
9967,9968,F,Ship,5,4,266,2,medium,M,1,5494,0,2017-01-26
9968,9969,A,Ship,3,3,196,3,low,M,4,5622,0,2017-11-09
9969,9970,B,Ship,3,2,198,5,medium,F,6,5443,0,2017-10-09
9970,9971,C,Ship,5,5,163,2,high,M,6,5253,1,2017-06-14
9971,9972,F,Ship,3,3,137,3,low,F,8,4742,0,2017-10-10
9972,9973,D,Ship,3,1,167,2,low,F,8,4171,1,2017-09-08
9973,9974,F,Ship,3,5,115,2,low,M,10,4200,0,2017-02-26
9974,9975,A,Road,5,2,192,2,low,M,5,4046,0,2017-02-26
9975,9976,B,Road,4,2,238,5,medium,M,9,4618,0,2017-01-28
9976,9977,C,Road,4,2,142,3,low,M,2,4790,1,2017-07-20
9977,9978,F,Road,3,2,256,2,low,F,7,5725,1,2017-03-23
9978,9979,D,Road,4,1,208,3,medium,F,7,4592,0,2017-12-01
9979,9980,F,Road,3,2,257,2,medium,M,8,4242,1,2017-01-02
9980,9981,A,Road,4,3,227,3,medium,M,8,5829,1,2017-06-11
9981,9982,B,Road,4,2,219,4,low,M,8,5660,0,2017-04-13
9982,9983,C,Road,5,3,202,2,low,F,9,5645,1,2017-07-29
9983,9984,F,Road,4,2,158,3,medium,F,9,4078,1,2017-09-30
9984,9985,D,Road,6,3,235,3,low,F,7,4829,1,2017-06-07
9985,9986,F,Road,4,4,233,3,low,M,9,4300,1,2017-09-22
9986,9987,A,Road,4,5,244,3,medium,M,3,5857,1,2017-06-24
9987,9988,B,Road,3,5,244,5,medium,F,10,4163,0,2017-04-15
9988,9989,C,Road,3,5,148,3,low,M,4,5919,0,2017-01-02
9989,9990,F,Road,5,5,171,2,high,M,8,4602,0,2017-08-12
9990,9991,D,Road,5,2,197,5,low,F,4,4196,1,2017-01-19
9991,9992,F,Road,3,1,256,3,low,F,5,5643,0,2017-07-18
9992,9993,A,Road,6,3,223,2,medium,M,7,5007,0,2017-12-10
9993,9994,B,Road,5,2,271,4,low,F,4,4066,0,2017-07-14
9994,9995,C,Road,2,1,135,4,medium,F,8,5001,1,2017-10-06
9995,9996,F,Road,6,4,272,2,low,M,7,4145,0,2017-07-01
9996,9997,D,Flight,3,1,265,3,medium,F,10,4244,0,2017-10-16
9997,9998,F,Flight,5,5,180,2,high,M,5,4585,1,2017-01-22
9998,9999,A,Flight,5,3,187,3,low,M,2,5967,0,2017-06-20
9999,10000,B,Flight,3,3,158,3,low,M,1,5502,0,2017-11-11
10000,10001,C,Flight,4,1,234,2,medium,F,4,5164,0,2017-10-19
10001,10002,F,Flight,6,4,224,5,medium,M,10,5602,0,2017-06-07
10002,10003,D,Flight,4,4,153,3,medium,M,3,4422,1,2017-03-27
10003,10004,F,Flight,3,5,125,2,low,F,2,4182,1,2017-08-23
10004,10005,A,Flight,4,1,204,3,medium,M,3,4310,0,2017-04-02
10005,10006,B,Flight,3,1,199,3,high,M,3,5127,0,2017-01-05
10006,10007,C,Flight,3,4,216,3,low,F,3,5149,0,2017-05-16
10007,10008,F,Flight,4,3,183,3,low,F,6,5712,1,2017-10-13
10008,10009,D,Flight,4,3,136,3,medium,F,4,5769,1,2017-06-30
10009,10010,F,Flight,4,1,269,3,low,F,3,4409,1,2017-10-09
10010,10011,A,Flight,5,5,105,4,low,M,6,5135,1,2017-01-01
10011,10012,B,Flight,4,2,253,2,low,F,4,4502,1,2017-04-03
10012,10013,C,Flight,3,1,263,3,medium,M,4,4616,0,2017-04-10
10013,10014,F,Flight,4,1,266,3,low,M,10,4382,0,2017-02-06
10014,10015,D,Flight,3,3,185,2,low,M,4,4746,0,2017-03-29
10015,10016,F,Flight,3,4,245,2,medium,F,1,4427,0,2017-04-29
10016,10017,A,Flight,3,5,184,3,medium,F,9,4969,0,2017-04-23
10017,10018,B,Flight,5,4,235,3,medium,F,8,4636,0,2017-12-23
10018,10019,C,Ship,3,2,247,3,medium,M,8,5194,0,2017-09-06
10019,10020,F,Ship,4,4,145,2,medium,M,9,5070,0,2017-05-03
10020,10021,D,Ship,3,3,158,2,low,F,4,5960,0,2017-05-27
10021,10022,F,Ship,4,5,268,2,low,M,2,4721,1,2017-07-31
10022,10023,A,Ship,3,1,186,3,medium,F,4,5515,1,2017-06-06
10023,10024,B,Ship,2,3,226,3,medium,M,8,5106,1,2017-06-29
10024,10025,C,Ship,5,1,258,3,medium,M,7,4466,1,2017-07-28
10025,10026,F,Ship,3,4,189,3,high,M,2,5464,0,2017-05-16
10026,10027,D,Ship,5,3,255,4,medium,F,4,4178,1,2017-01-03
10027,10028,F,Ship,5,5,207,4,low,F,1,5035,0,2017-08-09
10028,10029,A,Ship,3,5,271,3,low,M,2,5229,1,2017-05-01
10029,10030,B,Ship,3,4,239,4,medium,F,10,5455,1,2017-05-05
10030,10031,C,Ship,4,4,186,3,low,F,8,4969,1,2017-07-22
10031,10032,F,Ship,4,1,139,3,medium,F,7,4275,0,2017-11-02
10032,10033,D,Ship,3,3,224,6,medium,M,10,4221,0,2017-06-07
10033,10034,F,Ship,4,2,198,2,high,M,2,5662,0,2017-11-07
10034,10035,A,Ship,4,4,102,3,high,F,9,5644,1,2017-06-19
10035,10036,B,Ship,3,3,219,3,high,M,5,4321,0,2017-08-21
10036,10037,C,Ship,4,5,240,5,medium,M,8,4314,0,2017-05-03
10037,10038,F,Ship,3,2,222,2,medium,M,1,4021,1,2017-06-15
10038,10039,D,Ship,2,2,221,2,medium,F,3,4500,1,2017-09-13
10039,10040,F,Ship,5,3,229,2,medium,F,1,5294,1,2017-05-06
10040,10041,A,Ship,5,2,146,3,low,F,5,4725,0,2017-10-08
10041,10042,B,Ship,3,3,165,2,low,M,1,5661,0,2017-08-27
10042,10043,C,Ship,4,4,200,3,low,F,7,5807,1,2017-07-04
10043,10044,F,Ship,4,2,232,2,low,M,5,4907,0,2017-09-12
10044,10045,D,Ship,5,5,240,2,low,F,2,5655,0,2017-04-11
10045,10046,F,Ship,5,4,240,4,medium,M,7,4552,1,2017-02-07
10046,10047,A,Ship,3,2,187,3,medium,F,7,5334,0,2017-12-15
10047,10048,B,Ship,5,4,239,3,low,F,7,4960,0,2017-07-16
10048,10049,C,Ship,3,1,171,4,medium,F,6,5398,0,2017-01-03
10049,10050,F,Ship,4,2,239,4,medium,M,8,4039,0,2017-11-25
10050,10051,D,Ship,4,2,166,5,low,M,8,4493,0,2017-04-30
10051,10052,F,Ship,6,1,113,2,medium,F,7,5234,1,2017-10-27
10052,10053,A,Ship,4,3,104,5,low,F,6,4617,1,2017-09-02
10053,10054,B,Ship,3,4,270,3,medium,F,10,5417,0,2017-07-01
10054,10055,C,Ship,5,1,145,2,medium,M,8,4485,1,2017-07-29
10055,10056,F,Ship,3,5,171,3,medium,M,5,4075,1,2017-06-07
10056,10057,D,Ship,4,5,160,3,low,F,9,5799,1,2017-03-10
10057,10058,F,Ship,4,2,210,2,medium,F,1,5437,1,2017-07-22
10058,10059,A,Ship,4,1,256,4,medium,F,3,5324,0,2017-07-07
10059,10060,B,Ship,4,5,155,3,low,F,10,5315,1,2017-02-19
10060,10061,C,Ship,5,1,126,5,medium,F,2,5659,1,2017-09-04
10061,10062,F,Ship,3,1,189,3,low,M,1,4886,0,2017-11-20
10062,10063,D,Ship,4,1,206,3,high,M,2,5013,1,2017-10-04
10063,10064,F,Ship,4,3,242,2,medium,M,2,5879,0,2017-06-02
10064,10065,A,Ship,3,1,258,2,low,F,4,5262,0,2017-10-06
10065,10066,B,Ship,4,4,196,4,low,F,10,4871,1,2017-04-25
10066,10067,C,Ship,3,3,209,3,low,M,1,5186,0,2017-05-09
10067,10068,F,Ship,4,4,259,2,low,M,6,4308,1,2017-05-15
10068,10069,D,Ship,2,1,140,2,medium,F,8,4965,0,2017-05-11
10069,10070,F,Ship,5,3,141,2,medium,F,10,4651,0,2017-10-02
10070,10071,A,Ship,3,1,160,2,medium,M,5,4435,1,2017-06-09
10071,10072,B,Ship,5,4,208,4,medium,F,8,4116,0,2017-03-04
10072,10073,C,Ship,3,4,198,3,low,F,3,5322,0,2017-05-27
10073,10074,F,Ship,4,4,264,3,low,M,6,5959,1,2017-03-03
10074,10075,D,Ship,4,3,136,4,low,M,10,5911,0,2017-11-07
10075,10076,F,Ship,4,4,221,4,low,F,2,5595,1,2017-03-30
10076,10077,A,Ship,5,3,242,3,low,F,10,4889,1,2017-06-06
10077,10078,B,Ship,4,2,162,3,low,M,7,5614,0,2017-03-04
10078,10079,C,Ship,4,5,258,3,low,F,3,5422,1,2017-09-17
10079,10080,F,Ship,5,3,172,3,medium,F,3,4056,0,2017-04-12
10080,10081,D,Ship,4,4,222,4,medium,M,6,4733,0,2017-04-30
10081,10082,F,Ship,3,2,215,2,low,F,7,4305,0,2017-07-30
10082,10083,A,Ship,3,4,164,2,low,M,1,4067,1,2017-01-02
10083,10084,B,Ship,5,1,233,3,low,F,6,5560,0,2017-03-03
10084,10085,C,Ship,4,4,249,3,medium,F,1,5743,0,2017-11-25
10085,10086,F,Ship,4,5,217,3,low,F,3,5380,1,2017-07-04
10086,10087,D,Ship,4,3,260,3,low,M,1,4796,0,2017-02-08
10087,10088,F,Ship,4,1,219,2,medium,M,6,5314,0,2017-11-29
10088,10089,A,Ship,4,1,267,4,medium,M,2,4024,0,2017-06-16
10089,10090,B,Ship,5,3,137,4,low,F,9,4754,0,2017-03-29
10090,10091,C,Ship,4,5,141,2,low,M,1,4395,1,2017-05-11
10091,10092,F,Ship,4,2,201,2,medium,M,6,5729,0,2017-03-26
10092,10093,D,Ship,5,1,125,4,medium,M,3,5595,0,2017-09-06
10093,10094,F,Ship,3,1,173,2,medium,F,1,5927,1,2017-05-01
10094,10095,A,Ship,3,5,271,2,medium,F,6,4020,1,2017-04-27
10095,10096,B,Ship,4,5,243,3,low,M,9,5263,0,2017-04-21
10096,10097,C,Ship,5,1,151,3,low,F,9,4895,0,2017-10-12
10097,10098,F,Ship,4,4,224,4,medium,F,2,4503,1,2017-05-30
10098,10099,D,Ship,3,2,141,3,low,M,7,4682,0,2017-02-07
10099,10100,F,Ship,3,2,133,3,medium,M,10,5803,0,2017-07-11
10100,10101,A,Ship,3,2,239,3,low,M,4,5628,1,2017-10-23
10101,10102,B,Ship,4,3,203,2,low,M,8,5597,0,2017-12-11
10102,10103,C,Ship,4,2,220,3,low,F,9,5896,0,2017-11-23
10103,10104,F,Ship,4,3,212,2,low,M,8,5513,0,2017-05-26
10104,10105,D,Ship,2,4,252,4,medium,M,4,4787,0,2017-10-17
10105,10106,F,Ship,5,5,265,3,low,M,3,5637,0,2017-06-15
10106,10107,A,Ship,4,2,199,3,low,M,7,5342,0,2017-05-19
10107,10108,B,Ship,3,5,209,3,high,F,4,5413,0,2017-09-24
10108,10109,C,Ship,4,5,254,3,low,F,7,4363,0,2017-05-05
10109,10110,F,Ship,2,3,216,3,high,M,9,4032,1,2017-01-21
10110,10111,D,Ship,5,4,196,2,medium,M,2,5515,0,2017-11-19
10111,10112,F,Road,4,4,258,3,high,M,2,5420,0,2017-09-10
10112,10113,A,Road,3,3,137,3,high,M,7,5794,1,2017-10-28
10113,10114,B,Road,6,5,282,4,low,M,10,4901,0,2017-08-17
10114,10115,C,Road,3,2,156,2,medium,M,10,4276,0,2017-01-04
10115,10116,F,Road,4,5,237,5,medium,M,4,4917,0,2017-08-21
10116,10117,D,Road,4,5,170,3,medium,M,3,4695,1,2017-10-05
10117,10118,F,Road,4,1,243,3,high,F,9,4277,0,2017-06-20
10118,10119,A,Road,4,5,163,3,medium,F,2,4887,0,2017-11-20
10119,10120,B,Road,3,4,257,3,low,F,4,4883,0,2017-11-16
10120,10121,C,Road,5,4,179,6,medium,M,1,5433,0,2017-10-26
10121,10122,F,Road,3,3,274,4,medium,F,7,4828,0,2017-05-25
10122,10123,D,Road,3,4,174,2,low,F,4,4295,1,2017-04-04
10123,10124,F,Road,4,2,162,6,low,F,4,4094,0,2017-01-31
10124,10125,A,Road,6,2,269,6,medium,M,4,4423,0,2017-10-28
10125,10126,B,Road,4,1,147,2,low,M,8,4600,1,2017-11-28
10126,10127,C,Road,6,4,286,4,medium,F,5,4262,0,2017-03-21
10127,10128,F,Road,2,5,271,3,low,F,6,5471,1,2017-02-12
10128,10129,D,Road,5,2,130,4,high,M,4,4371,0,2017-03-20
10129,10130,F,Road,4,5,258,2,medium,F,2,4303,1,2017-08-29
10130,10131,A,Road,5,1,151,3,medium,F,1,4981,0,2017-07-24
10131,10132,B,Road,5,4,208,8,medium,F,4,5155,1,2017-02-08
10132,10133,C,Road,6,2,137,10,low,F,5,4510,0,2017-07-30
10133,10134,F,Flight,3,1,250,3,medium,F,8,5509,0,2017-10-03
10134,10135,D,Flight,4,5,211,2,low,F,4,4106,1,2017-06-13
10135,10136,F,Flight,4,1,196,3,medium,F,9,5216,1,2017-05-02
10136,10137,A,Flight,3,4,174,3,low,F,3,5366,1,2017-05-21
10137,10138,B,Flight,6,5,277,4,medium,F,5,1845,1,2017-12-18
10138,10139,C,Flight,6,2,284,4,low,F,7,1181,1,2017-09-22
10139,10140,F,Flight,4,5,258,5,low,M,3,1162,0,2017-09-23
10140,10141,D,Flight,7,1,254,4,low,M,9,1876,0,2017-09-05
10141,10142,F,Flight,5,5,263,5,medium,M,10,1789,1,2017-08-15
10142,10143,A,Flight,6,5,267,4,low,M,3,1550,0,2017-05-06
10143,10144,B,Flight,6,4,247,4,medium,M,2,1858,1,2017-02-26
10144,10145,C,Flight,5,1,233,5,medium,M,4,1622,0,2017-09-22
10145,10146,F,Flight,7,5,254,4,medium,F,6,1014,0,2017-04-05
10146,10147,D,Flight,6,3,289,5,medium,F,1,1949,1,2017-05-12
10147,10148,F,Flight,6,2,282,4,medium,F,9,1385,0,2017-03-10
10148,10149,A,Flight,5,3,243,6,medium,F,10,1189,1,2017-02-26
10149,10150,B,Flight,5,1,243,5,medium,M,8,1732,0,2017-02-07
10150,10151,C,Flight,4,5,228,5,low,M,2,1996,0,2017-05-27
10151,10152,F,Flight,5,4,235,5,low,F,8,1549,0,2017-05-26
10152,10153,D,Flight,4,1,274,6,low,M,8,1141,1,2017-11-18
10153,10154,F,Flight,6,3,254,5,medium,F,7,1615,1,2017-01-25
10154,10155,A,Flight,4,4,237,5,medium,F,6,4586,0,2017-03-21
10155,10156,B,Ship,4,4,170,3,medium,M,4,4062,0,2017-06-15
10156,10157,C,Ship,4,4,243,3,high,F,4,5082,1,2017-07-11
10157,10158,F,Ship,4,5,163,3,medium,M,1,4049,1,2017-07-21
10158,10159,D,Ship,3,3,257,3,low,M,5,4937,1,2017-08-12
10159,10160,F,Ship,5,3,179,6,medium,M,1,4930,1,2017-10-24
10160,10161,A,Ship,3,1,274,4,medium,M,4,4057,0,2017-09-27
10161,10162,B,Ship,3,4,174,2,low,M,7,4596,0,2017-10-22
10162,10163,C,Ship,4,1,162,6,low,M,1,5525,1,2017-10-18
10163,10164,F,Ship,6,1,269,6,medium,F,2,5363,0,2017-04-22
10164,10165,D,Ship,4,3,147,2,low,M,2,5431,0,2017-02-14
10165,10166,F,Ship,6,5,286,4,medium,F,4,4889,0,2017-11-01
10166,10167,A,Ship,2,5,271,3,low,M,9,4185,0,2017-05-15
10167,10168,B,Ship,5,1,130,4,high,F,9,4946,1,2017-01-29
10168,10169,C,Ship,4,4,258,2,medium,F,5,4562,0,2017-09-24
10169,10170,F,Ship,5,5,151,3,medium,M,2,5506,0,2017-10-10
10170,10171,D,Ship,5,2,208,8,medium,M,5,4751,0,2017-06-22
10171,10172,F,Ship,6,2,137,10,low,F,4,4490,0,2017-08-20
10172,10173,A,Ship,3,2,250,3,medium,M,6,4636,0,2017-04-12
10173,10174,B,Ship,4,3,211,2,low,F,6,5473,1,2017-03-28
10174,10175,C,Ship,4,4,196,3,medium,F,2,4320,1,2017-07-16
10175,10176,F,Ship,3,2,174,3,low,F,3,5207,1,2017-08-10
10176,10177,D,Ship,6,3,277,4,medium,F,6,1433,0,2017-12-04
10177,10178,F,Ship,6,3,284,4,low,F,3,1291,0,2017-12-12
10178,10179,A,Ship,4,4,258,5,low,M,9,1947,1,2017-06-26
10179,10180,B,Ship,7,2,254,4,low,M,6,1006,0,2017-02-15
10180,10181,C,Ship,5,5,263,5,medium,M,2,1417,0,2017-03-07
10181,10182,F,Ship,6,1,267,4,low,M,9,1146,1,2017-07-01
10182,10183,D,Ship,6,2,247,4,medium,M,3,1118,0,2017-12-15
10183,10184,F,Ship,5,3,233,5,medium,F,3,1398,0,2017-01-19
10184,10185,A,Ship,7,5,254,4,medium,F,1,1347,0,2017-04-23
10185,10186,B,Ship,6,2,289,5,medium,F,10,1607,1,2017-09-20
10186,10187,C,Ship,6,3,282,4,medium,F,8,1375,0,2017-03-21
10187,10188,F,Ship,5,2,243,6,medium,M,7,1752,0,2017-01-07
10188,10189,D,Ship,5,4,243,5,medium,F,4,1813,0,2017-09-17
10189,10190,F,Ship,4,1,228,5,low,F,6,1874,0,2017-02-27
10190,10191,A,Ship,5,5,235,5,low,M,8,1332,1,2017-06-09
10191,10192,B,Ship,7,3,306,4,low,F,4,1630,0,2017-09-11
10192,10193,C,Ship,6,1,189,2,low,F,6,1269,0,2017-04-12
10193,10194,F,Ship,6,4,280,4,low,M,4,1831,1,2017-07-07
10194,10195,D,Ship,6,4,310,4,medium,M,1,1494,1,2017-05-21
10195,10196,F,Ship,4,3,264,6,medium,F,10,1962,1,2017-02-18
10196,10197,A,Ship,5,5,243,6,low,M,9,1348,0,2017-09-18
10197,10198,B,Ship,5,5,245,5,low,M,5,1252,0,2017-09-12
10198,10199,C,Ship,5,5,239,6,low,M,1,1384,0,2017-09-11
10199,10200,F,Ship,4,3,248,5,low,F,7,1789,1,2017-10-17
10200,10201,D,Ship,6,1,268,4,low,F,1,1654,1,2017-05-19
10201,10202,F,Ship,6,4,271,4,low,F,6,1503,0,2017-11-16
10202,10203,A,Ship,4,5,233,5,low,F,8,1040,1,2017-04-07
10203,10204,B,Ship,5,1,245,5,low,M,9,1694,1,2017-10-06
10204,10205,C,Ship,5,2,248,5,medium,F,1,1845,1,2017-05-06
10205,10206,F,Ship,5,2,234,5,medium,M,6,1703,0,2017-10-05
10206,10207,D,Ship,4,2,259,5,medium,F,2,1054,0,2017-12-04
10207,10208,F,Ship,5,1,259,6,low,F,2,1876,0,2017-02-25
10208,10209,A,Ship,5,2,263,6,low,M,2,1851,0,2017-08-22
10209,10210,B,Ship,3,1,158,5,low,M,4,1171,1,2017-07-18
10210,10211,C,Ship,5,5,270,5,low,M,5,1852,1,2017-05-21
10211,10212,F,Ship,4,3,271,5,low,M,6,1555,1,2017-09-23
10212,10213,D,Ship,5,5,237,5,medium,F,9,1709,0,2017-07-13
10213,10214,F,Ship,6,1,250,4,medium,M,5,1747,0,2017-09-16
10214,10215,A,Ship,4,2,270,5,low,F,10,1340,0,2017-09-18
10215,10216,B,Ship,4,5,242,6,low,F,9,1858,0,2017-05-14
10216,10217,C,Ship,5,1,271,5,low,F,4,1557,1,2017-06-28
10217,10218,F,Ship,4,3,254,5,low,F,8,1851,0,2017-02-23
10218,10219,D,Ship,5,3,274,5,medium,M,7,1696,1,2017-08-05
10219,10220,F,Ship,4,3,249,5,low,F,10,1067,1,2017-05-23
10220,10221,A,Ship,4,3,245,5,low,M,7,1182,0,2017-06-28
10221,10222,B,Ship,4,5,237,5,low,F,9,1978,1,2017-03-20
10222,10223,C,Ship,4,3,238,6,low,M,2,1898,0,2017-03-14
10223,10224,F,Ship,5,3,242,5,low,F,6,1681,0,2017-08-25
10224,10225,D,Ship,5,5,217,6,medium,M,1,1761,0,2017-10-16
10225,10226,F,Ship,4,2,242,6,low,F,10,1531,1,2017-02-22
10226,10227,A,Ship,6,1,265,4,low,F,1,1345,1,2017-12-07
10227,10228,B,Ship,3,4,267,3,low,F,3,4566,0,2017-01-06
10228,10229,C,Ship,3,1,238,2,low,M,9,5158,0,2017-12-12
10229,10230,F,Ship,5,3,284,5,medium,F,4,5343,1,2017-10-10
10230,10231,D,Ship,4,3,137,3,medium,M,5,4854,1,2017-08-12
10231,10232,F,Ship,2,1,232,6,low,F,2,5281,1,2017-01-12
10232,10233,A,Ship,3,3,262,2,low,F,10,5951,1,2017-02-12
10233,10234,B,Ship,5,1,158,2,medium,M,6,4873,0,2017-09-29
10234,10235,C,Ship,5,5,226,4,low,F,10,5676,1,2017-03-22
10235,10236,F,Ship,4,3,199,2,low,M,4,5855,0,2017-06-29
10236,10237,D,Ship,4,4,175,2,medium,F,10,4927,0,2017-08-30
10237,10238,F,Ship,5,1,233,3,low,F,9,5039,0,2017-07-27
10238,10239,A,Ship,2,5,111,2,low,F,5,4038,1,2017-08-15
10239,10240,B,Ship,5,2,218,3,low,M,4,5363,1,2017-01-31
10240,10241,C,Ship,5,1,189,4,low,F,10,4166,1,2017-10-12
10241,10242,F,Ship,4,3,257,3,low,M,8,5944,0,2017-10-16
10242,10243,D,Ship,4,2,160,3,low,M,5,4492,0,2017-05-12
10243,10244,F,Ship,3,3,197,3,low,F,4,4858,1,2017-06-10
10244,10245,A,Ship,3,5,283,2,low,M,2,4207,0,2017-04-13
10245,10246,B,Ship,5,5,197,4,low,F,7,4141,1,2017-04-29
10246,10247,C,Ship,3,1,259,4,low,F,9,4084,1,2017-05-01
10247,10248,F,Ship,4,3,195,3,medium,M,5,5863,0,2017-10-11
10248,10249,D,Road,3,1,159,2,medium,M,5,4906,1,2017-07-05
10249,10250,F,Road,3,1,267,3,medium,F,8,5415,1,2017-07-02
10250,10251,A,Road,5,2,155,3,low,F,10,4485,1,2017-11-08
10251,10252,B,Road,3,1,267,2,low,F,9,5744,0,2017-08-02
10252,10253,C,Road,4,1,239,3,medium,F,9,4930,1,2017-01-26
10253,10254,F,Road,3,1,263,3,high,M,10,4911,0,2017-05-18
10254,10255,D,Road,3,5,217,3,medium,M,3,5433,0,2017-07-01
10255,10256,F,Road,4,3,173,3,low,M,4,4793,1,2017-12-08
10256,10257,A,Road,2,2,163,3,low,M,5,5887,0,2017-04-21
10257,10258,B,Road,5,5,232,5,low,F,2,5561,0,2017-05-02
10258,10259,C,Road,3,3,155,3,medium,M,5,4957,1,2017-01-14
10259,10260,F,Road,3,4,160,4,low,M,1,5341,0,2017-11-30
10260,10261,D,Road,5,4,200,3,medium,M,3,4225,0,2017-11-23
10261,10262,F,Road,4,1,160,2,medium,M,1,5741,1,2017-01-14
10262,10263,A,Road,3,3,220,3,low,M,7,5323,1,2017-03-09
10263,10264,B,Road,3,3,160,2,medium,F,3,4665,0,2017-02-28
10264,10265,C,Road,3,4,136,3,low,F,4,5368,0,2017-11-26
10265,10266,F,Road,5,1,252,3,high,F,2,5032,0,2017-08-29
10266,10267,D,Road,3,4,138,5,medium,F,5,5690,0,2017-08-26
10267,10268,F,Road,4,4,173,3,low,M,10,4616,0,2017-04-28
10268,10269,A,Road,4,5,198,3,low,M,2,4272,0,2017-05-24
10269,10270,B,Road,4,1,194,2,medium,F,3,5503,0,2017-11-15
10270,10271,C,Flight,4,5,157,3,medium,M,10,5898,1,2017-05-27
10271,10272,F,Flight,3,3,220,3,low,F,2,5065,1,2017-10-04
10272,10273,D,Flight,4,4,160,3,medium,M,5,4440,0,2017-08-28
10273,10274,F,Flight,3,4,214,2,low,M,7,5256,1,2017-08-17
10274,10275,A,Flight,5,5,213,3,medium,M,5,5247,0,2017-09-21
10275,10276,B,Flight,3,5,146,3,medium,M,8,5637,1,2017-11-06
10276,10277,C,Flight,4,3,176,5,low,M,2,5751,1,2017-04-19
10277,10278,F,Flight,3,2,219,4,low,F,6,4314,1,2017-02-02
10278,10279,D,Flight,4,3,164,3,medium,F,4,4495,0,2017-12-11
10279,10280,F,Flight,3,4,168,2,medium,F,7,4699,1,2017-02-20
10280,10281,A,Flight,5,3,167,3,low,M,9,5026,0,2017-02-10
10281,10282,B,Flight,3,2,152,3,medium,F,7,4244,0,2017-08-27
10282,10283,C,Flight,5,4,248,3,low,M,7,5335,1,2017-06-20
10283,10284,F,Flight,3,5,177,2,low,F,2,4906,1,2017-04-12
10284,10285,D,Flight,4,4,148,3,low,M,4,5716,1,2017-09-17
10285,10286,F,Flight,4,2,107,2,low,F,8,4460,0,2017-06-14
10286,10287,A,Flight,6,2,196,2,low,M,10,5180,1,2017-07-06
10287,10288,B,Flight,3,3,215,2,low,F,2,5661,0,2017-06-26
10288,10289,C,Flight,4,5,260,3,low,M,10,4331,0,2017-04-08
10289,10290,F,Flight,5,5,156,2,low,F,8,4817,0,2017-09-13
10290,10291,D,Flight,4,1,266,2,high,M,4,5116,0,2017-10-17
10291,10292,F,Flight,4,1,146,3,low,F,1,4831,1,2017-07-16
10292,10293,A,Ship,4,2,210,3,medium,F,10,5354,0,2017-11-30
